devicename,date,CO2,Soil EC,Soil Moisture,Soil Nitrogen,Soil Phosphorus,Soil Potassium,Soil Temperature,Soil pH,Soil EC Category,Soil Moisture Category,Soil pH Category,N Category,P Category,K Category,NPK Ratio,NPK Status,Optimal Plant,NPK - Plant Readiness,C_N_Ratio,C_N_Status,feeding_description,Feeding Category,Browns (g),Greens (g)
Centre 03 West Tank 0,2024-09-30,1190.0,1990.0,67.5,376.0,917.0,916.0,28.6,7.0,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,3:1,Unbalanced,,,0,0
Centre 03 West Tank 0,2024-10-01,989.0,1987.0,67.0,376.0,915.0,914.0,28.6,7.0,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,3:1,Unbalanced,,,0,0
Centre 03 West Tank 0,2024-10-03,871.0,2070.0,67.3,393.0,955.0,955.0,28.9,6.3,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,2:1,Unbalanced,,,0,0
Centre 03 West Tank 0,2024-10-04,838.0,1993.0,67.9,377.0,918.0,917.0,28.0,6.4,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,2:1,Unbalanced,,,0,0
Centre 03 West Tank 0,2024-10-05,960.0,1999.0,67.1,378.0,921.0,920.0,28.3,6.8,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,3:1,Unbalanced,,,0,0
Centre 03 West Tank 0,2024-10-06,1600.0,3850.0,91.9,765.0,1814.0,1820.0,27.9,7.6,High,High,High,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,2:1,Unbalanced,,,0,0
Centre 03 West Tank 0,2024-10-07,1773.0,4876.0,92.5,979.0,1999.0,1999.0,28.9,7.8,High,High,High,Optimal,Optimal,Optimal,1.0 : 2.0 : 2.0,Unbalanced,Long Bean,Long Bean Ready,2:1,Unbalanced,,,0,0
Centre 03 West Tank 0,2024-10-08,1883.0,4876.0,93.8,979.0,1999.0,1999.0,29.1,7.7,High,High,High,Optimal,Optimal,Optimal,1.0 : 2.0 : 2.0,Unbalanced,Long Bean,Long Bean Ready,2:1,Unbalanced,,,0,0
Centre 03 West Tank 0,2024-10-09,1762.0,4397.0,92.7,879.0,1999.0,1999.0,28.5,7.6,High,High,High,Optimal,Optimal,Optimal,1.0 : 2.3 : 2.3,Unbalanced,Not Done Composting,Not Done Composting,2:1,Unbalanced,,,0,0
Centre 03 West Tank 0,2024-10-10,1630.0,4397.0,86.6,879.0,1999.0,1999.0,28.8,7.6,High,High,High,Optimal,Optimal,Optimal,1.0 : 2.3 : 2.3,Unbalanced,Not Done Composting,Not Done Composting,2:1,Unbalanced,,,0,0
Centre 03 West Tank 0,2024-10-11,1478.0,5020.0,94.4,1009.0,1999.0,1999.0,28.8,7.7,High,High,High,Optimal,Optimal,Optimal,1.0 : 2.0 : 2.0,Unbalanced,Long Bean,Long Bean Ready,1:1,Unbalanced,,,0,0
Centre 03 West Tank 0,2024-10-12,1481.0,4732.0,95.2,949.0,1999.0,1999.0,27.6,7.7,High,High,High,Optimal,Optimal,Optimal,1.0 : 2.1 : 2.1,Unbalanced,Not Done Composting,Not Done Composting,2:1,Unbalanced,,,0,0
Centre 03 West Tank 0,2024-10-13,1285.0,4828.0,92.8,969.0,1999.0,1999.0,28.1,7.8,High,High,High,Optimal,Optimal,Optimal,1.0 : 2.1 : 2.1,Unbalanced,Not Done Composting,Not Done Composting,1:1,Unbalanced,,,0,0
Centre 03 West Tank 0,2024-10-14,733.0,4732.0,91.6,949.0,1999.0,1999.0,27.1,7.9,High,High,High,Optimal,Optimal,Optimal,1.0 : 2.1 : 2.1,Unbalanced,Not Done Composting,Not Done Composting,1:1,Unbalanced,,,0,0
Centre 03 West Tank 0,2024-10-15,1095.0,4636.0,92.5,929.0,1999.0,1999.0,27.9,7.8,High,High,High,Optimal,Optimal,Optimal,1.0 : 2.2 : 2.2,Unbalanced,Not Done Composting,Not Done Composting,1:1,Unbalanced,,,0,0
NDS008,2024-09-01,1226.0,847.0,37.7,138.0,365.0,360.0,30.7,6.2,Optimal,High,Optimal,High,High,High,1.0 : 2.6 : 2.6,Unbalanced,Not Done Composting,Not Done Composting,9:1,Unbalanced,"5g of crushed eggshells, 4g of dried mango skins",Green,0,5
NDS008,2024-09-02,1120.0,886.0,36.2,146.0,384.0,379.0,30.6,6.2,Optimal,High,Optimal,High,High,High,1.0 : 2.6 : 2.6,Unbalanced,Not Done Composting,Not Done Composting,8:1,Unbalanced,"70g of distilled water, 5g of crushed eggshells, 3g of dried chye sim",Green,0,8
NDS008,2024-09-03,1085.0,907.0,36.5,150.0,394.0,389.0,29.8,6.2,Optimal,High,Optimal,High,High,High,1.0 : 2.6 : 2.6,Unbalanced,Not Done Composting,Not Done Composting,7:1,Unbalanced,,,0,0
NDS008,2024-09-04,1013.0,864.0,33.9,141.0,373.0,368.0,28.2,6.0,Optimal,High,Optimal,High,High,High,1.0 : 2.6 : 2.6,Unbalanced,Not Done Composting,Not Done Composting,7:1,Unbalanced,,,0,0
NDS008,2024-09-05,990.0,900.0,35.5,149.0,391.0,386.0,29.6,6.1,Optimal,High,Optimal,High,High,High,1.0 : 2.6 : 2.6,Unbalanced,Not Done Composting,Not Done Composting,7:1,Unbalanced,,,0,0
NDS008,2024-09-06,914.0,900.0,35.3,149.0,391.0,386.0,30.0,6.2,Optimal,High,Optimal,High,High,High,1.0 : 2.6 : 2.6,Unbalanced,Not Done Composting,Not Done Composting,6:1,Unbalanced,,,0,0
NDS008,2024-09-07,929.0,914.0,33.8,152.0,398.0,393.0,29.9,6.2,Optimal,High,Optimal,High,High,High,1.0 : 2.6 : 2.6,Unbalanced,Not Done Composting,Not Done Composting,6:1,Unbalanced,,,0,0
NDS008,2024-09-08,924.0,889.0,34.6,147.0,385.0,381.0,28.7,6.2,Optimal,High,Optimal,High,High,High,1.0 : 2.6 : 2.6,Unbalanced,Not Done Composting,Not Done Composting,6:1,Unbalanced,,,0,0
NDS008,2024-09-09,863.0,959.0,36.5,161.0,419.0,415.0,28.7,6.1,Optimal,High,Optimal,High,High,High,1.0 : 2.6 : 2.6,Unbalanced,Not Done Composting,Not Done Composting,5:1,Unbalanced,"70g of distilled water, 10g of coffee grounds, 2g of dried mango skins",Brown,10,0
NDS008,2024-09-10,1054.0,954.0,36.0,160.0,417.0,412.0,28.4,6.1,Optimal,High,Optimal,High,High,High,1.0 : 2.6 : 2.6,Unbalanced,Not Done Composting,Not Done Composting,7:1,Unbalanced,"100g of distilled water, 7g of crushed eggshells, 2g of dried mango skins",Green,0,7
NDS008,2024-09-19,1126.0,1132.0,42.6,197.0,503.0,499.0,30.7,6.1,Optimal,High,Optimal,High,High,High,1.0 : 2.6 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,6:1,Unbalanced,,,0,0
NDS008,2024-09-20,891.0,1104.0,39.2,191.0,489.0,485.0,29.7,6.0,Optimal,High,Optimal,High,High,High,1.0 : 2.6 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,5:1,Unbalanced,,,0,0
NDS008,2024-09-21,978.0,1007.0,38.4,171.0,442.0,438.0,29.7,6.6,Optimal,High,Optimal,High,High,High,1.0 : 2.6 : 2.6,Unbalanced,Not Done Composting,Not Done Composting,6:1,Unbalanced,"40g of distilled water, 15g of coffee grounds, 2g of dried chye sim",Mixed,15,2
NDS008,2024-09-22,952.0,975.0,37.9,165.0,427.0,422.0,30.9,6.0,Optimal,High,Optimal,High,High,High,1.0 : 2.6 : 2.6,Unbalanced,Not Done Composting,Not Done Composting,6:1,Unbalanced,,,0,0
NDS008,2024-09-23,792.0,944.0,36.5,158.0,412.0,407.0,29.5,6.3,Optimal,High,Optimal,High,High,High,1.0 : 2.6 : 2.6,Unbalanced,Not Done Composting,Not Done Composting,5:1,Unbalanced,,,0,0
NDS008,2024-09-24,799.0,885.0,37.6,146.0,384.0,379.0,28.7,6.0,Optimal,High,Optimal,High,High,High,1.0 : 2.6 : 2.6,Unbalanced,Not Done Composting,Not Done Composting,5:1,Unbalanced,"25g of coffee grounds, 4g of fresh mint leaves, 3g of dried mango skins",Mixed,25,4
NDS008,2024-09-25,758.0,826.0,36.6,133.0,355.0,350.0,28.1,6.8,Optimal,High,Optimal,High,High,High,1.0 : 2.7 : 2.6,Unbalanced,Not Done Composting,Not Done Composting,6:1,Unbalanced,"70g of distilled water, 1g of dried radish tops, 8g of crushed eggshells, 10g of coffee grounds, 4g of dried mango skins, 1g of dried chye sim",Mixed,10,9
NDS008,2024-09-26,761.0,776.0,29.6,123.0,331.0,326.0,27.6,6.1,Low,High,Optimal,High,High,High,1.0 : 2.7 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,6:1,Unbalanced,,,0,0
NDS008,2024-09-27,842.0,819.0,30.0,132.0,352.0,346.0,29.4,6.3,Optimal,High,Optimal,High,High,High,1.0 : 2.7 : 2.6,Unbalanced,Not Done Composting,Not Done Composting,6:1,Unbalanced,,,0,0
NDS008,2024-09-28,831.0,824.0,32.8,133.0,354.0,349.0,29.4,6.3,Optimal,High,Optimal,High,High,High,1.0 : 2.7 : 2.6,Unbalanced,Not Done Composting,Not Done Composting,6:1,Unbalanced,,,0,0
NDS008,2024-09-29,715.0,828.0,32.4,134.0,356.0,351.0,29.4,6.6,Optimal,High,Optimal,High,High,High,1.0 : 2.7 : 2.6,Unbalanced,Not Done Composting,Not Done Composting,5:1,Unbalanced,200g of water,Unknown,0,0
NDS008,2024-09-30,694.0,793.0,32.4,127.0,339.0,334.0,28.6,6.3,Low,High,Optimal,High,High,High,1.0 : 2.7 : 2.6,Unbalanced,Not Done Composting,Not Done Composting,5:1,Unbalanced,,,0,0
NDS008,2024-10-01,746.0,755.0,30.9,119.0,321.0,315.0,28.3,6.3,Low,High,Optimal,High,High,High,1.0 : 2.7 : 2.6,Unbalanced,Not Done Composting,Not Done Composting,6:1,Unbalanced,,,0,0
NDS008,2024-10-02,746.0,733.0,30.0,114.0,310.0,305.0,29.0,6.4,Low,High,Optimal,High,High,High,1.0 : 2.7 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,7:1,Unbalanced,,,0,0
NDS008,2024-10-03,695.0,716.0,29.1,111.0,302.0,296.0,29.1,6.5,Low,High,Optimal,High,High,Low,1.0 : 2.7 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,6:1,Unbalanced,,,0,0
NDS008,2024-10-04,547.0,664.0,31.1,100.0,277.0,271.0,28.2,6.7,Low,High,Optimal,Low,Low,Low,1.0 : 2.8 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,5:1,Unbalanced,"3g of dried radish tops, 8g of crushed eggshells, 4g of fresh mint leaves, 5g of dried mango skins, 1g of dried chye sim",Green,0,13
NDS008,2024-10-05,496.0,661.0,29.1,99.0,276.0,270.0,28.6,7.1,Low,High,Optimal,Low,Low,Low,1.0 : 2.8 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,5:1,Unbalanced,,,0,0
NDS008,2024-10-06,583.0,622.0,28.7,91.0,257.0,251.0,28.2,7.1,Low,High,Optimal,Low,Low,Low,1.0 : 2.8 : 2.8,Unbalanced,Not Done Composting,Not Done Composting,6:1,Unbalanced,"4g of crushed eggshells, 3g of fresh mint leaves, 5g of dried mango skins",Green,0,7
NDS008,2024-10-07,667.0,626.0,28.3,92.0,259.0,253.0,28.5,7.1,Low,High,Optimal,Low,Low,Low,1.0 : 2.8 : 2.8,Unbalanced,Not Done Composting,Not Done Composting,7:1,Unbalanced,"20g of coffee grounds, 5g of fresh mint leaves, 5g of dried chye sim",Mixed,20,10
NDS008,2024-10-08,573.0,620.0,26.8,90.0,256.0,250.0,28.7,7.1,Low,High,Optimal,Low,Low,Low,1.0 : 2.8 : 2.8,Unbalanced,Not Done Composting,Not Done Composting,6:1,Unbalanced,,,0,0
NDS008,2024-10-09,597.0,602.0,27.5,87.0,247.0,241.0,28.1,7.0,Low,High,Optimal,Low,Low,Low,1.0 : 2.8 : 2.8,Unbalanced,Not Done Composting,Not Done Composting,7:1,Unbalanced,,,0,0
NDS008,2024-10-10,477.0,447.0,19.0,54.0,172.0,166.0,28.1,7.0,Low,High,Optimal,Low,Low,Low,1.0 : 3.2 : 3.1,Unbalanced,Not Done Composting,Not Done Composting,9:1,Unbalanced,,,0,0
NDS008,2024-10-17,464.0,602.0,23.9,87.0,247.0,241.0,27.4,3.0,Low,High,Low,Low,Low,Low,1.0 : 2.8 : 2.8,Unbalanced,Not Done Composting,Not Done Composting,5:1,Unbalanced,,,0,0
NDS008,2024-11-05,477.0,1038.0,28.3,178.0,457.0,453.0,28.0,6.4,Optimal,High,Optimal,High,High,High,1.0 : 2.6 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,3:1,Unbalanced,"5g of fresh mint leaves, 1g of dried mango skins, 3g of dried chye sim",Green,0,8
NDS008,2024-11-27,227.0,2115.0,45.2,402.0,977.0,977.0,26.3,6.4,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,1:1,Unbalanced,"100g of distilled water, 3g of dried radish tops, 5g of crushed eggshells, 5g of fresh mint leaves, 1g of dried mango skins, 2g of dried chye sim",Green,0,12
NDS008,2024-12-23,,1894.0,43.2,356.0,870.0,869.0,27.8,6.5,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,,Unknown,"45g of distilled water, 2g of dried radish tops, 6g of crushed eggshells, 20g of coffee grounds",Mixed,20,6
NDS010,2024-09-01,926.0,498.0,85.0,65.0,197.0,190.0,29.5,5.9,Low,High,Low,Low,Low,Low,1.0 : 3.0 : 2.9,Unbalanced,Not Done Composting,Not Done Composting,14:1,"Lady-Finger Optimal, Long Bean Optimal","50g of distilled water, 2g of dried radish tops, 8g of crushed eggshells, 4g of dried mango skins",Green,0,8
NDS010,2024-09-02,951.0,496.0,84.2,65.0,196.0,189.0,29.5,5.9,Low,High,Low,Low,Low,Low,1.0 : 3.0 : 2.9,Unbalanced,Not Done Composting,Not Done Composting,15:1,"Lady-Finger Optimal, Long Bean Optimal","1g of dried radish tops, 4g of crushed eggshells, 4g of fresh mint leaves, 3g of dried mango skins",Green,0,8
NDS010,2024-09-03,988.0,500.0,84.4,65.0,198.0,191.0,28.8,5.9,Low,High,Low,Low,Low,Low,1.0 : 3.0 : 2.9,Unbalanced,Not Done Composting,Not Done Composting,15:1,"Lady-Finger Optimal, Long Bean Optimal",,,0,0
NDS010,2024-09-04,958.0,481.0,80.2,61.0,189.0,182.0,27.4,5.8,Low,High,Low,Low,Low,Low,1.0 : 3.1 : 3.0,Unbalanced,Not Done Composting,Not Done Composting,16:1,"Lady-Finger Optimal, Long Bean Optimal",,,0,0
NDS010,2024-09-05,800.0,482.0,75.6,62.0,189.0,183.0,28.5,5.8,Low,High,Low,Low,Low,Low,1.0 : 3.0 : 3.0,Unbalanced,Not Done Composting,Not Done Composting,13:1,"Lady-Finger Optimal, Long Bean Optimal",,,0,0
NDS010,2024-09-06,777.0,485.0,70.6,62.0,191.0,184.0,29.0,5.9,Low,High,Low,Low,Low,Low,1.0 : 3.1 : 3.0,Unbalanced,Not Done Composting,Not Done Composting,13:1,"Lady-Finger Optimal, Long Bean Optimal",,,0,0
NDS010,2024-09-07,897.0,492.0,73.4,64.0,194.0,187.0,29.0,5.8,Low,High,Low,Low,Low,Low,1.0 : 3.0 : 2.9,Unbalanced,Not Done Composting,Not Done Composting,14:1,"Lady-Finger Optimal, Long Bean Optimal",50g of coffee grounds,Brown,50,0
NDS010,2024-09-08,881.0,483.0,73.4,62.0,190.0,183.0,27.9,5.8,Low,High,Low,Low,Low,Low,1.0 : 3.1 : 3.0,Unbalanced,Not Done Composting,Not Done Composting,14:1,"Lady-Finger Optimal, Long Bean Optimal",,,0,0
NDS010,2024-09-09,780.0,478.0,68.8,61.0,187.0,181.0,27.6,5.8,Low,High,Low,Low,Low,Low,1.0 : 3.1 : 3.0,Unbalanced,Not Done Composting,Not Done Composting,13:1,"Lady-Finger Optimal, Long Bean Optimal",45g of distilled water,Unknown,0,0
NDS010,2024-09-10,801.0,474.0,71.0,60.0,185.0,179.0,27.4,5.7,Low,High,Low,Low,Low,Low,1.0 : 3.1 : 3.0,Unbalanced,Not Done Composting,Not Done Composting,13:1,"Lady-Finger Optimal, Long Bean Optimal","6g of crushed eggshells, 25g of coffee grounds, 5g of dried chye sim",Mixed,25,11
NDS010,2024-09-19,592.0,422.0,44.3,49.0,160.0,153.0,28.6,5.8,Low,High,Low,Low,Low,Low,1.0 : 3.3 : 3.1,Unbalanced,Not Done Composting,Not Done Composting,12:1,"Lady-Finger Optimal, Spinach Optimal, Long Bean Optimal",,,0,0
NDS010,2024-09-20,613.0,400.0,44.3,45.0,150.0,143.0,27.6,5.8,Low,High,Low,Low,Low,Low,1.0 : 3.3 : 3.2,Unbalanced,Not Done Composting,Not Done Composting,14:1,"Lady-Finger Optimal, Long Bean Optimal",,,0,0
NDS010,2024-09-21,671.0,402.0,43.7,45.0,151.0,144.0,27.8,5.9,Low,High,Low,Low,Low,Low,1.0 : 3.4 : 3.2,Unbalanced,Not Done Composting,Not Done Composting,15:1,"Lady-Finger Optimal, Long Bean Optimal","5g of crushed eggshells, 2g of fresh mint leaves",Green,0,7
NDS010,2024-09-22,678.0,422.0,43.3,49.0,160.0,153.0,29.1,5.9,Low,High,Low,Low,Low,Low,1.0 : 3.3 : 3.1,Unbalanced,Not Done Composting,Not Done Composting,14:1,"Lady-Finger Optimal, Long Bean Optimal",,,0,0
NDS010,2024-09-23,639.0,420.0,43.8,49.0,159.0,152.0,27.9,5.9,Low,High,Low,Low,Low,Low,1.0 : 3.2 : 3.1,Unbalanced,Not Done Composting,Not Done Composting,13:1,"Lady-Finger Optimal, Long Bean Optimal",,,0,0
NDS010,2024-09-24,653.0,405.0,47.0,46.0,152.0,145.0,27.3,6.0,Low,High,Optimal,Low,Low,Low,1.0 : 3.3 : 3.2,Unbalanced,Not Done Composting,Not Done Composting,14:1,"Lady-Finger Optimal, Long Bean Optimal","45g of distilled water, 8g of crushed eggshells, 20g of coffee grounds, 2g of fresh mint leaves, 4g of dried mango skins",Mixed,20,10
NDS010,2024-09-25,534.0,410.0,44.6,47.0,154.0,148.0,26.8,5.9,Low,High,Low,Low,Low,Low,1.0 : 3.3 : 3.1,Unbalanced,Not Done Composting,Not Done Composting,11:1,"Lady-Finger Optimal, Spinach Optimal, Long Bean Optimal","70g of distilled water, 5g of crushed eggshells, 2g of fresh mint leaves, 1g of dried mango skins, 3g of dried chye sim",Green,0,10
NDS010,2024-09-26,472.0,410.0,44.3,47.0,154.0,148.0,26.3,6.0,Low,High,Optimal,Low,Low,Low,1.0 : 3.3 : 3.1,Unbalanced,Not Done Composting,Not Done Composting,10:1,"Lady-Finger Optimal, Spinach Optimal, Long Bean Optimal",,,0,0
NDS010,2024-10-10,609.0,411.0,33.8,47.0,155.0,148.0,27.5,7.7,Low,High,High,Low,Low,Low,1.0 : 3.3 : 3.1,Unbalanced,Not Done Composting,Not Done Composting,13:1,"Lady-Finger Optimal, Long Bean Optimal",,,0,0
NDS010,2024-10-11,562.0,407.0,35.3,46.0,153.0,146.0,27.4,7.7,Low,High,High,Low,Low,Low,1.0 : 3.3 : 3.2,Unbalanced,Not Done Composting,Not Done Composting,12:1,"Lady-Finger Optimal, Spinach Optimal, Long Bean Optimal",,,0,0
NDS010,2024-10-12,513.0,407.0,33.2,46.0,153.0,146.0,26.8,7.7,Low,High,High,Low,Low,Low,1.0 : 3.3 : 3.2,Unbalanced,Not Done Composting,Not Done Composting,11:1,"Lady-Finger Optimal, Spinach Optimal, Long Bean Optimal","50g of distilled water, 4g of dried radish tops, 5g of crushed eggshells, 25g of coffee grounds, 2g of dried mango skins",Mixed,25,5
NDS010,2024-10-13,484.0,420.0,35.6,49.0,159.0,152.0,27.1,7.6,Low,High,High,Low,Low,Low,1.0 : 3.2 : 3.1,Unbalanced,Not Done Composting,Not Done Composting,10:1,"Lady-Finger Optimal, Spinach Optimal, Long Bean Optimal",,,0,0
NDS010,2024-10-14,465.0,407.0,30.4,46.0,153.0,146.0,25.9,7.7,Low,High,High,Low,Low,Low,1.0 : 3.3 : 3.2,Unbalanced,Not Done Composting,Not Done Composting,10:1,"Lady-Finger Optimal, Spinach Optimal, Long Bean Optimal",,,0,0
NDS010,2024-10-15,568.0,407.0,30.4,46.0,153.0,146.0,26.8,7.9,Low,High,High,Low,Low,Low,1.0 : 3.3 : 3.2,Unbalanced,Not Done Composting,Not Done Composting,12:1,"Lady-Finger Optimal, Spinach Optimal, Long Bean Optimal",,,0,0
NDS010,2024-10-16,583.0,407.0,30.4,46.0,153.0,146.0,26.9,7.7,Low,High,High,Low,Low,Low,1.0 : 3.3 : 3.2,Unbalanced,Not Done Composting,Not Done Composting,13:1,"Lady-Finger Optimal, Long Bean Optimal",,,0,0
NDS010,2024-10-17,555.0,658.0,51.4,98.0,274.0,268.0,26.8,8.1,Low,High,High,Low,Low,Low,1.0 : 2.8 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,6:1,Unbalanced,,,0,0
NDS010,2024-10-18,607.0,695.0,48.4,106.0,292.0,286.0,27.3,8.3,Low,High,High,High,Low,Low,1.0 : 2.8 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,6:1,Unbalanced,,,0,0
NDS010,2024-10-19,487.0,684.0,52.8,104.0,287.0,281.0,26.9,8.4,Low,High,High,High,Low,Low,1.0 : 2.8 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,5:1,Unbalanced,,,0,0
NDS010,2024-10-20,659.0,673.0,49.6,102.0,281.0,275.0,27.1,8.5,Low,High,High,High,Low,Low,1.0 : 2.8 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,6:1,Unbalanced,,,0,0
NDS010,2024-10-21,604.0,696.0,55.5,106.0,292.0,287.0,28.3,8.5,Low,High,High,High,Low,Low,1.0 : 2.8 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,6:1,Unbalanced,"45g of distilled water, 4g of dried radish tops, 7g of crushed eggshells, 5g of dried chye sim",Green,0,12
NDS010,2024-10-22,497.0,681.0,52.9,103.0,285.0,279.0,28.5,8.6,Low,High,High,High,Low,Low,1.0 : 2.8 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,5:1,Unbalanced,,,0,0
NDS010,2024-11-05,635.0,544.0,44.3,75.0,219.0,213.0,27.6,6.0,Low,High,Optimal,Low,Low,Low,1.0 : 2.9 : 2.8,Unbalanced,Not Done Composting,Not Done Composting,8:1,Unbalanced,"45g of distilled water, 15g of coffee grounds, 3g of dried mango skins",Brown,15,0
NDS010,2024-11-06,600.0,577.0,45.4,81.0,235.0,229.0,27.3,6.1,Low,High,Optimal,Low,Low,Low,1.0 : 2.9 : 2.8,Unbalanced,Not Done Composting,Not Done Composting,7:1,Unbalanced,,,0,0
NDS010,2024-11-07,565.0,593.0,46.4,85.0,243.0,237.0,27.4,6.3,Low,High,Optimal,Low,Low,Low,1.0 : 2.9 : 2.8,Unbalanced,Not Done Composting,Not Done Composting,7:1,Unbalanced,,,0,0
NDS010,2024-11-08,491.0,586.0,44.3,83.0,239.0,233.0,27.3,6.6,Low,High,Optimal,Low,Low,Low,1.0 : 2.9 : 2.8,Unbalanced,Not Done Composting,Not Done Composting,6:1,Unbalanced,,,0,0
NDS010,2024-11-09,473.0,553.0,42.6,76.0,223.0,217.0,27.2,6.7,Low,High,Optimal,Low,Low,Low,1.0 : 2.9 : 2.9,Unbalanced,Not Done Composting,Not Done Composting,6:1,Unbalanced,"6g of crushed eggshells, 3g of dried mango skins, 4g of dried chye sim",Green,0,10
NDS010,2024-11-10,479.0,570.0,40.0,80.0,232.0,225.0,27.0,6.9,Low,High,Optimal,Low,Low,Low,1.0 : 2.9 : 2.8,Unbalanced,Not Done Composting,Not Done Composting,6:1,Unbalanced,,,0,0
NDS010,2024-11-11,468.0,597.0,41.9,86.0,245.0,239.0,26.9,7.0,Low,High,Optimal,Low,Low,Low,1.0 : 2.8 : 2.8,Unbalanced,Not Done Composting,Not Done Composting,5:1,Unbalanced,,,0,0
NDS010,2024-11-12,480.0,637.0,44.3,94.0,264.0,258.0,27.1,7.2,Low,High,Optimal,Low,Low,Low,1.0 : 2.8 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,5:1,Unbalanced,,,0,0
NDS010,2024-11-13,451.0,646.0,49.5,96.0,268.0,262.0,26.4,7.3,Low,High,Optimal,Low,Low,Low,1.0 : 2.8 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,5:1,Unbalanced,,,0,0
NDS010,2024-11-14,491.0,670.0,45.1,101.0,280.0,274.0,26.6,7.6,Low,High,High,High,Low,Low,1.0 : 2.8 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,5:1,Unbalanced,,,0,0
NDS010,2024-11-15,476.0,696.0,51.9,106.0,292.0,287.0,26.6,7.3,Low,High,Optimal,High,Low,Low,1.0 : 2.8 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,4:1,Unbalanced,"50g of distilled water, 5g of dried radish tops, 8g of crushed eggshells, 4g of dried mango skins, 2g of dried chye sim",Green,0,10
NDS010,2024-11-16,437.0,678.0,48.2,103.0,284.0,278.0,26.1,7.5,Low,High,Optimal,High,Low,Low,1.0 : 2.8 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,4:1,Unbalanced,,,0,0
NDS010,2024-11-17,457.0,684.0,45.6,104.0,287.0,281.0,26.1,7.6,Low,High,High,High,Low,Low,1.0 : 2.8 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,4:1,Unbalanced,,,0,0
NDS010,2024-11-18,474.0,691.0,48.2,105.0,290.0,284.0,26.1,7.4,Low,High,Optimal,High,Low,Low,1.0 : 2.8 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,5:1,Unbalanced,,,0,0
NDS010,2024-11-19,429.0,700.0,46.4,107.0,294.0,289.0,26.1,7.6,Low,High,High,High,Low,Low,1.0 : 2.7 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,4:1,Unbalanced,,,0,0
NDS010,2024-11-20,466.0,750.0,57.9,118.0,318.0,313.0,26.2,7.6,Low,High,High,High,High,High,1.0 : 2.7 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,4:1,Unbalanced,,,0,0
NDS010,2024-11-27,512.0,996.0,61.0,169.0,437.0,433.0,27.2,6.1,Optimal,High,Optimal,High,High,High,1.0 : 2.6 : 2.6,Unbalanced,Not Done Composting,Not Done Composting,3:1,Unbalanced,"70g of distilled water, 2g of dried radish tops, 5g of crushed eggshells, 20g of coffee grounds, 1g of dried mango skins, 3g of dried chye sim",Mixed,20,8
NDS010,2024-11-28,502.0,1152.0,68.1,201.0,512.0,508.0,27.3,5.7,Optimal,High,Low,High,High,High,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,2:1,Unbalanced,,,0,0
NDS010,2024-11-29,481.0,1199.0,68.8,211.0,535.0,531.0,26.4,5.1,Optimal,High,Low,High,High,High,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,2:1,Unbalanced,,,0,0
